path,loc,username
history/60/e05523efd5a9001a1dabe81517d27682,15,casjunior93
history/61/50f9ef80ff9a001a1ef3e31b31412697,0,casjunior93
history/61/b077702818a9001a1f349067f0846daf,93,casjunior93
history/62/003e67b371a8001a12a2df31a87bb444,40,casjunior93
history/62/0074222e5cac001a1f54be8c371d880b,36,casjunior93
history/62/1046d66de5a7001a18c9b21879cf6d05,6,casjunior93
history/62/301d227d6aa3001a1fe3ee92253d4152,6,casjunior93
history/62/50a7cc767ba3001a1fe3ee92253d4152,0,casjunior93
history/62/60e2741a8fa3001a1fe3ee92253d4152,15,casjunior93
history/62/d0cbbce054a8001a17b4d57717cb9e73,5,casjunior93
history/63/00456f267ca3001a1fe3ee92253d4152,4,casjunior93
history/63/00b00b0555a8001a17b4d57717cb9e73,0,casjunior93
history/63/1096271c7ca3001a1fe3ee92253d4152,14,casjunior93
history/63/7053e0d451a8001a17b4d57717cb9e73,21,casjunior93
history/64/805431aed8a9001a1dabe81517d27682,29,casjunior93
history/64/80a924dd1ba9001a1f349067f0846daf,17,casjunior93
history/65/1064bdc98da3001a1fe3ee92253d4152,4,casjunior93
history/65/302575e993a3001a1fe3ee92253d4152,35,casjunior93
history/65/30cbe65712a9001a1f349067f0846daf,6,casjunior93
history/65/40abea2a8da3001a1fe3ee92253d4152,0,casjunior93
history/66/0000a4c74bac001a1f54be8c371d880b,39,casjunior93
history/66/008ec7858fa3001a1fe3ee92253d4152,24,casjunior93
history/66/60fb33a451ac001a1f54be8c371d880b,18,casjunior93
history/66/700ad1cbe0a2001a18b789c28af3d0ae,19,casjunior93
history/66/c0f4146087a3001a1fe3ee92253d4152,25,casjunior93
history/66/d05a1bf17ea3001a1fe3ee92253d4152,14,casjunior93
history/67/10f9e9f0f9a8001a1f349067f0846daf,32,casjunior93
history/67/20ae762655a8001a17b4d57717cb9e73,6,casjunior93
history/67/70e1cfc87dab001a14d0a17ccded11de,14,casjunior93
history/67/9035415f7da3001a1fe3ee92253d4152,4,casjunior93
history/67/b0a65385e6a7001a18c9b21879cf6d05,15,casjunior93
history/68/20616a4549a8001a17b4d57717cb9e73,10,casjunior93
history/68/60d337b857ac001a1f54be8c371d880b,41,casjunior93
history/69/80339dc55296001a148cb265b998e421,10,casjunior93
history/69/80a2167490a3001a1fe3ee92253d4152,12,casjunior93
history/69/901acd51e8a2001a18b789c28af3d0ae,88,casjunior93
history/69/d04d550beba9001a1dabe81517d27682,90,casjunior93
history/6a/00a7a851e8a7001a18c9b21879cf6d05,14,casjunior93
history/6a/10999a5d52ac001a1f54be8c371d880b,20,casjunior93
history/6a/80d08b9356ac001a1f54be8c371d880b,19,casjunior93
history/6a/b0cabdb35cac001a1f54be8c371d880b,104,casjunior93
history/6a/e06fe91115a9001a1f349067f0846daf,97,casjunior93
history/6b/500441388ea3001a1fe3ee92253d4152,0,casjunior93
history/6b/80cc57b151a8001a17b4d57717cb9e73,25,casjunior93
history/6b/e0d8d0dfe8a2001a18b789c28af3d0ae,89,casjunior93
history/6c/1037d2467ea3001a1fe3ee92253d4152,24,casjunior93
history/6c/409cf5b057ac001a1f54be8c371d880b,35,casjunior93
history/6c/8015f26a51ac001a1f54be8c371d880b,5,casjunior93
history/6c/8076f12946ac001a1f54be8c371d880b,10,casjunior93
history/6d/002823a148ac001a1f54be8c371d880b,12,casjunior93
history/6d/0091f51deaa7001a18c9b21879cf6d05,0,casjunior93
history/6d/00b50f8f94a3001a1fe3ee92253d4152,36,casjunior93
history/6d/40f44de594a3001a1fe3ee92253d4152,7,casjunior93
history/6d/505beb0c5c96001a148cb265b998e421,0,casjunior93
history/6d/50a93d98fe9a001a1ef3e31b31412697,7,casjunior93
history/6d/70027d5e5c96001a148cb265b998e421,9,casjunior93
history/6d/b02f972a51a8001a17b4d57717cb9e73,0,casjunior93
history/6e/203bd14477a3001a1fe3ee92253d4152,34,casjunior93
history/6e/5059344a1aa9001a1f349067f0846daf,9,casjunior93
history/6e/b0478dd691a3001a1fe3ee92253d4152,100,casjunior93
history/6f/207d6a294fac001a1f54be8c371d880b,0,casjunior93
history/6f/8098829516a9001a1f349067f0846daf,14,casjunior93
history/6f/d0759bdf5796001a148cb265b998e421,17,casjunior93
history/7/40078f6895a3001a1fe3ee92253d4152,36,casjunior93
history/7/b0e838f97ca3001a1fe3ee92253d4152,23,casjunior93
history/7/e09db95849a8001a17b4d57717cb9e73,10,casjunior93
history/70/3065b51496aa001a1ff5d2fbf4bfd931,16,casjunior93
history/71/70a30b9ff7a8001a1f349067f0846daf,31,casjunior93
history/71/d0462232eaa9001a1dabe81517d27682,90,casjunior93
history/72/107cc7f693a3001a1fe3ee92253d4152,32,casjunior93
history/72/10b302218ea3001a1fe3ee92253d4152,12,casjunior93
history/72/30abb6135096001a148cb265b998e421,10,casjunior93
history/72/501aad0780ab001a14d0a17ccded11de,44,casjunior93
history/72/80abc6c3eaa9001a1dabe81517d27682,35,casjunior93
history/72/c038308b009b001a1ef3e31b31412697,17,casjunior93
history/73/40a4ba496ea3001a1fe3ee92253d4152,17,casjunior93
history/73/50883a985996001a148cb265b998e421,25,casjunior93
history/73/70b267bae5a2001a18b789c28af3d0ae,84,casjunior93
history/73/b0abd0ca4e96001a148cb265b998e421,20,casjunior93
history/74/20349139f6a8001a1f349067f0846daf,31,casjunior93
history/74/70aecca77da3001a1fe3ee92253d4152,26,casjunior93
history/74/80bbc60348ac001a1f54be8c371d880b,35,casjunior93
history/74/907f2789eaa9001a1dabe81517d27682,30,casjunior93
history/74/a06ef33e7aa3001a1fe3ee92253d4152,13,casjunior93
history/74/a085f74ee9a9001a1dabe81517d27682,5,casjunior93
history/74/d0e149eb6aa3001a1fe3ee92253d4152,33,casjunior93
history/75/606b65825696001a148cb265b998e421,21,casjunior93
history/75/b05abb847aa3001a1fe3ee92253d4152,15,casjunior93
history/76/d005d0375cac001a1f54be8c371d880b,36,casjunior93
history/76/d0ca1ae296a3001a1fe3ee92253d4152,100,casjunior93
history/77/30859d518fa3001a1fe3ee92253d4152,21,casjunior93
history/77/3098c29ed6a9001a1dabe81517d27682,28,casjunior93
history/77/5080f43c5396001a148cb265b998e421,16,casjunior93
history/77/d0444fff70a8001a12a2df31a87bb444,39,casjunior93
history/77/d0b9110287a3001a1fe3ee92253d4152,28,casjunior93
history/78/504a1e0495a3001a1fe3ee92253d4152,36,casjunior93
history/78/e069754ed4a9001a1dabe81517d27682,18,casjunior93
history/79/e07423b45dac001a1f54be8c371d880b,114,casjunior93
history/7a/3059c309e8a7001a18c9b21879cf6d05,14,casjunior93
history/7a/701bb7f7fc9a001a1ef3e31b31412697,18,casjunior93
history/7a/a0ccb6ddf5a8001a1f349067f0846daf,6,casjunior93
history/7a/e0d37d984e96001a148cb265b998e421,17,casjunior93
history/7b/a0dc7f2181ab001a14d0a17ccded11de,56,casjunior93
history/7b/b09916e9fc9a001a1ef3e31b31412697,18,casjunior93
history/7b/d01623117fab001a14d0a17ccded11de,24,casjunior93
history/7b/d05380bd5296001a148cb265b998e421,10,casjunior93
history/7c/2029612d96aa001a1ff5d2fbf4bfd931,9,casjunior93
history/7c/400683487ca3001a1fe3ee92253d4152,17,casjunior93
history/7c/d04712157eab001a14d0a17ccded11de,16,casjunior93
history/7c/e0fea448eaa7001a18c9b21879cf6d05,13,casjunior93
history/7d/4001eaf219a9001a1f349067f0846daf,0,casjunior93
history/7d/4023c69de5a2001a18b789c28af3d0ae,84,casjunior93
history/7d/70cf18e451a8001a17b4d57717cb9e73,21,casjunior93
history/7d/90864176d7a9001a1dabe81517d27682,21,casjunior93
history/7e/10fed7bbf5a8001a1f349067f0846daf,31,casjunior93
history/7e/304c9863e4a2001a18b789c28af3d0ae,78,casjunior93
history/7e/500965c5d6a9001a1dabe81517d27682,20,casjunior93
history/7f/00a68a4bd4a9001a1dabe81517d27682,93,casjunior93
history/7f/30169e8e70a8001a12a2df31a87bb444,37,casjunior93
history/7f/3067af927aab001a14d0a17ccded11de,31,casjunior93
history/7f/50d145d255ac001a1f54be8c371d880b,0,casjunior93
history/7f/60ea24715696001a148cb265b998e421,21,casjunior93
history/7f/a0ffde0a4cac001a1f54be8c371d880b,40,casjunior93
history/8/807b277afe9a001a1ef3e31b31412697,27,casjunior93
history/8/b082569574a3001a1fe3ee92253d4152,33,casjunior93
history/80/b04d3d70d7a9001a1dabe81517d27682,21,casjunior93
history/80/d05227348da3001a1fe3ee92253d4152,4,casjunior93
history/80/d0b97f3856a8001a17b4d57717cb9e73,0,casjunior93
history/81/1067d31845ac001a1f54be8c371d880b,33,casjunior93
history/81/20df488e11a9001a1f349067f0846daf,9,casjunior93
history/81/30d05f9b6aa3001a1fe3ee92253d4152,27,casjunior93
history/81/40c0ec6659ac001a1f54be8c371d880b,58,casjunior93
history/81/a06e8623eaa7001a18c9b21879cf6d05,4,casjunior93
history/81/b05d0e146da3001a1fe3ee92253d4152,42,casjunior93
history/82/3003d4b387a3001a1fe3ee92253d4152,15,casjunior93
history/82/8049f3da5bac001a1f54be8c371d880b,30,casjunior93
history/82/90d7e4601ca9001a1f349067f0846daf,27,casjunior93
history/82/b00becac77ab001a14d0a17ccded11de,7,casjunior93
history/83/007e5db4019b001a1ef3e31b31412697,14,casjunior93
history/84/10d5753f7dab001a14d0a17ccded11de,7,casjunior93
history/84/10e0a74e1aa9001a1f349067f0846daf,15,casjunior93
history/84/4068ef456aa3001a1fe3ee92253d4152,4,casjunior93
history/84/b0714c8de8a7001a18c9b21879cf6d05,14,casjunior93
history/85/207a2bb054a8001a17b4d57717cb9e73,0,casjunior93
history/85/5055abad7dab001a14d0a17ccded11de,14,casjunior93
history/85/d035dc4c5896001a148cb265b998e421,18,casjunior93
history/85/e0728094019b001a1ef3e31b31412697,14,casjunior93
history/85/e09b750f92a3001a1fe3ee92253d4152,99,casjunior93
history/86/20a15fb76aa3001a1fe3ee92253d4152,30,casjunior93
history/86/a0a0f1a74d96001a148cb265b998e421,7,casjunior93
history/86/e00aa0be49a8001a17b4d57717cb9e73,4,casjunior93
history/86/e0f002ca4d96001a148cb265b998e421,9,casjunior93
history/87/103981d85796001a148cb265b998e421,17,casjunior93
history/87/30146d4e3fac001a1f54be8c371d880b,38,casjunior93
history/87/602ca06746ac001a1f54be8c371d880b,18,casjunior93
history/87/a05f831ee8a2001a18b789c28af3d0ae,14,casjunior93
history/88/3094d4b5d4a9001a1dabe81517d27682,18,casjunior93
history/88/b062e45d93a3001a1fe3ee92253d4152,27,casjunior93
history/88/e05798bcff9a001a1ef3e31b31412697,6,casjunior93
history/88/f0c09a737ea3001a1fe3ee92253d4152,27,casjunior93
history/89/50dca5285096001a148cb265b998e421,11,casjunior93
history/89/90ba756a4d96001a148cb265b998e421,0,casjunior93
history/89/90cbfd0f7aa3001a1fe3ee92253d4152,9,casjunior93
history/8a/70d879e95396001a148cb265b998e421,0,casjunior93
history/8a/80c2b30b51ac001a1f54be8c371d880b,11,casjunior93
history/8b/20576bac6da3001a1fe3ee92253d4152,0,casjunior93
history/8b/40dcd2fde7a7001a18c9b21879cf6d05,9,casjunior93
history/8b/40f1347170a8001a12a2df31a87bb444,37,casjunior93
history/8b/b0ece1a849ac001a1f54be8c371d880b,27,casjunior93
history/8c/3088cd66d7a9001a1dabe81517d27682,19,casjunior93
history/8c/f00bf5e35796001a148cb265b998e421,17,casjunior93
history/8c/f08ead16d6a9001a1dabe81517d27682,95,casjunior93
history/8c/f0e87b0269a3001a1fe3ee92253d4152,23,casjunior93
history/8d/30e2043e75a3001a1fe3ee92253d4152,23,casjunior93
history/8d/909f605049a8001a17b4d57717cb9e73,10,casjunior93
history/8d/90bbb7705496001a148cb265b998e421,10,casjunior93
history/8e/608e85705c96001a148cb265b998e421,10,casjunior93
history/8e/80964ed15096001a148cb265b998e421,18,casjunior93
history/8e/905e4a925796001a148cb265b998e421,16,casjunior93
history/8e/a091901b4dac001a1f54be8c371d880b,47,casjunior93
history/8e/c0b57dfd47a8001a17b4d57717cb9e73,13,casjunior93
history/8e/c0fd479d5c96001a148cb265b998e421,11,casjunior93
history/8f/0032224077a3001a1fe3ee92253d4152,25,casjunior93
history/8f/00b5c3041aa9001a1f349067f0846daf,4,casjunior93
history/8f/307ba83a51ac001a1f54be8c371d880b,13,casjunior93
history/8f/6061c50053ac001a1f54be8c371d880b,31,casjunior93
history/8f/8007d35c5296001a148cb265b998e421,0,casjunior93
history/8f/e0b96b7c1aa9001a1f349067f0846daf,17,casjunior93
history/9/1067e67ee9a2001a18b789c28af3d0ae,20,casjunior93
history/9/90b2cf01e9a2001a18b789c28af3d0ae,90,casjunior93
history/9/c02ede5a6ba3001a1fe3ee92253d4152,7,casjunior93
history/91/30dd9e975c96001a148cb265b998e421,11,casjunior93
history/91/5078c56293a3001a1fe3ee92253d4152,30,casjunior93
history/91/800bbe3c8fa3001a1fe3ee92253d4152,17,casjunior93
history/91/d07b3fc24d96001a148cb265b998e421,9,casjunior93
history/92/10534b3a4ba8001a17b4d57717cb9e73,25,casjunior93
history/92/20b306fd1aa9001a1f349067f0846daf,20,casjunior93
history/92/601d170f12a9001a1f349067f0846daf,9,casjunior93
history/92/a00bc64055ac001a1f54be8c371d880b,32,casjunior93
history/93/609a2ff2019b001a1ef3e31b31412697,30,casjunior93
history/93/e0d7d5643dac001a1f54be8c371d880b,10,casjunior93
history/93/e0efc3287eab001a14d0a17ccded11de,20,casjunior93
history/94/602bb27a7dab001a14d0a17ccded11de,9,casjunior93
history/94/60e71ac2d6a9001a1dabe81517d27682,95,casjunior93
history/94/70999761fd9a001a1ef3e31b31412697,19,casjunior93
history/94/9002c6de3eac001a1f54be8c371d880b,8,casjunior93
history/95/50abd7d45296001a148cb265b998e421,10,casjunior93
history/95/80b8fe3ee6a2001a18b789c28af3d0ae,23,casjunior93
history/96/3031461e5396001a148cb265b998e421,12,casjunior93
history/96/30ec01064dac001a1f54be8c371d880b,43,casjunior93
history/96/909ee38ad6a9001a1dabe81517d27682,18,casjunior93
history/96/c0dc767a51ac001a1f54be8c371d880b,16,casjunior93
history/97/003442f517a9001a1f349067f0846daf,14,casjunior93
history/97/808b763b5696001a148cb265b998e421,16,casjunior93
history/97/f027e86259ac001a1f54be8c371d880b,56,casjunior93
history/98/201b1992e9a2001a18b789c28af3d0ae,20,casjunior93
history/98/303afedc93a3001a1fe3ee92253d4152,31,casjunior93
history/98/603aff0071a3001a1fe3ee92253d4152,15,casjunior93
history/98/d0d06dc46fa3001a1fe3ee92253d4152,49,casjunior93
history/99/00c84fb41ba9001a1f349067f0846daf,15,casjunior93
history/99/405c630df9a8001a1f349067f0846daf,8,casjunior93
history/99/e05d900e96aa001a1ff5d2fbf4bfd931,28,casjunior93
history/9a/b06de5ef90a3001a1fe3ee92253d4152,22,casjunior93
history/9a/c00814d05296001a148cb265b998e421,10,casjunior93
history/9a/c0d617608ea3001a1fe3ee92253d4152,6,casjunior93
history/9b/400a570b56ac001a1f54be8c371d880b,5,casjunior93
history/9b/706376775796001a148cb265b998e421,17,casjunior93
history/9b/805c49cbe3a2001a18b789c28af3d0ae,0,casjunior93
history/9b/a021ba69019b001a1ef3e31b31412697,27,casjunior93
history/9b/b0df5af94aa8001a17b4d57717cb9e73,22,casjunior93
history/9c/00ce239b80ab001a14d0a17ccded11de,53,casjunior93
history/9c/102b68da5cac001a1f54be8c371d880b,111,casjunior93
history/9c/30755870e4a2001a18b789c28af3d0ae,78,casjunior93
history/9c/30adeffd12a9001a1f349067f0846daf,33,casjunior93
history/9c/503a686752a8001a17b4d57717cb9e73,30,casjunior93
history/9d/101ffd077da3001a1fe3ee92253d4152,0,casjunior93
history/9d/60344f085096001a148cb265b998e421,4,casjunior93
history/9d/70bd2de151a8001a17b4d57717cb9e73,22,casjunior93
history/9d/c073009655a8001a17b4d57717cb9e73,0,casjunior93
history/9e/80c46170f9a8001a1f349067f0846daf,31,casjunior93
history/9f/501f94631dad001a1358a359ea0b0d43,44,casjunior93
history/a/103a595f12a9001a1f349067f0846daf,18,casjunior93
history/a/4003ef785cac001a1f54be8c371d880b,36,casjunior93
history/a/60e90003039b001a1ef3e31b31412697,34,casjunior93
history/a/b010a54295a3001a1fe3ee92253d4152,16,casjunior93
history/a/d0b0d2f148a8001a17b4d57717cb9e73,18,casjunior93
history/a/e069f08c019b001a1ef3e31b31412697,10,casjunior93
history/a0/205c3cce96aa001a1ff5d2fbf4bfd931,10,casjunior93
history/a0/a0c314da5296001a148cb265b998e421,10,casjunior93
history/a0/d09404761dad001a1358a359ea0b0d43,45,casjunior93
history/a0/d0a6cf414ca8001a17b4d57717cb9e73,18,casjunior93
history/a1/00e1e9904cac001a1f54be8c371d880b,40,casjunior93
history/a1/309e1e5dd4a9001a1dabe81517d27682,17,casjunior93
history/a1/708d7e9077a3001a1fe3ee92253d4152,34,casjunior93
history/a1/70d8ca4a45ac001a1f54be8c371d880b,5,casjunior93
history/a2/3023cd17eba9001a1dabe81517d27682,36,casjunior93
history/a2/602703a6e0a2001a18b789c28af3d0ae,6,casjunior93
history/a2/90cb872355a8001a17b4d57717cb9e73,4,casjunior93
history/a2/e01d1139d6a9001a1dabe81517d27682,25,casjunior93
history/a3/60e865d315a9001a1f349067f0846daf,93,casjunior93
history/a4/109420c18fa3001a1fe3ee92253d4152,99,casjunior93
history/a4/2041ef1348a8001a17b4d57717cb9e73,13,casjunior93
history/a4/30c7c5dbe6a7001a18c9b21879cf6d05,13,casjunior93
history/a4/5075d0544c96001a148cb265b998e421,14,casjunior93
history/a4/60d224787da3001a1fe3ee92253d4152,19,casjunior93
history/a4/7052f9216aa3001a1fe3ee92253d4152,0,casjunior93
history/a5/1030e39cf5a8001a1f349067f0846daf,4,casjunior93
history/a5/201e9e1ee9a2001a18b789c28af3d0ae,90,casjunior93
history/a5/405c487a5dac001a1f54be8c371d880b,112,casjunior93
history/a5/40f8bc6bdda2001a18b789c28af3d0ae,7,casjunior93
history/a5/602b9659dca2001a18b789c28af3d0ae,7,casjunior93
history/a5/b0ed235c49ac001a1f54be8c371d880b,26,casjunior93
history/a6/10eafe4595a3001a1fe3ee92253d4152,36,casjunior93
history/a6/90551be8f9a8001a1f349067f0846daf,32,casjunior93
history/a6/909592da6ea8001a12a2df31a87bb444,29,casjunior93
history/a6/e0f447ce96aa001a1ff5d2fbf4bfd931,8,casjunior93
history/a6/f004a856e6a7001a18c9b21879cf6d05,13,casjunior93
history/a7/00e588e615a9001a1f349067f0846daf,27,casjunior93
history/a7/10a9ac78039b001a1ef3e31b31412697,22,casjunior93
history/a7/f062296070a8001a12a2df31a87bb444,36,casjunior93
history/a7/f06dfc585b96001a148cb265b998e421,21,casjunior93
history/a8/9028b3e9e3a2001a18b789c28af3d0ae,4,casjunior93
history/a8/906ec73057ac001a1f54be8c371d880b,29,casjunior93
history/a8/d01b66d2eaa9001a1dabe81517d27682,90,casjunior93
history/a8/e097e09e7da3001a1fe3ee92253d4152,23,casjunior93
history/a8/e09b85057fab001a14d0a17ccded11de,24,casjunior93
history/a9/209efdea6ea8001a12a2df31a87bb444,29,casjunior93
history/a9/30cc7582e5a2001a18b789c28af3d0ae,81,casjunior93
history/a9/6088ef23ff9a001a1ef3e31b31412697,8,casjunior93
history/a9/60fb2470dfa2001a18b789c28af3d0ae,70,casjunior93
history/a9/b0338b1fdda2001a18b789c28af3d0ae,50,casjunior93
history/aa/20bd361052ac001a1f54be8c371d880b,18,casjunior93
history/aa/803adb527da3001a1fe3ee92253d4152,1,casjunior93
history/aa/8051e8747fab001a14d0a17ccded11de,30,casjunior93
history/aa/e070bfa94f96001a148cb265b998e421,0,casjunior93
history/ab/60a0ad2b7da3001a1fe3ee92253d4152,4,casjunior93
history/ab/b06101fe86a3001a1fe3ee92253d4152,27,casjunior93
history/ab/b0c508341ca9001a1f349067f0846daf,22,casjunior93
history/ab/c09ef838d4a9001a1dabe81517d27682,5,casjunior93
history/ac/903684711ca9001a1f349067f0846daf,27,casjunior93
history/ac/a020f013049b001a1ef3e31b31412697,28,casjunior93
history/ad/8074c07d56a8001a17b4d57717cb9e73,12,casjunior93
history/ad/c0411362e5a7001a18c9b21879cf6d05,4,casjunior93
history/ad/d076353150ac001a1f54be8c371d880b,0,casjunior93
history/ae/108b62b912a9001a1f349067f0846daf,31,casjunior93
history/ae/10fbc520d7a9001a1dabe81517d27682,19,casjunior93
history/ae/40a968f974a8001a12a2df31a87bb444,30,casjunior93
history/ae/601f8fc249a8001a17b4d57717cb9e73,5,casjunior93
history/ae/902f52891aa9001a1f349067f0846daf,20,casjunior93
history/ae/903d452556a8001a17b4d57717cb9e73,27,casjunior93
history/ae/e0e6ad7196aa001a1ff5d2fbf4bfd931,76,casjunior93
history/af/e03484585496001a148cb265b998e421,9,casjunior93
history/af/f0a9153469a3001a1fe3ee92253d4152,23,casjunior93
history/b/000dcd6364a8001a12a2df31a87bb444,7,casjunior93
history/b/700f122896aa001a1ff5d2fbf4bfd931,10,casjunior93
history/b/b02a9a0815a9001a1f349067f0846daf,100,casjunior93
history/b/e0d7c35b3fac001a1f54be8c371d880b,14,casjunior93
history/b/f011fe474e96001a148cb265b998e421,17,casjunior93
history/b0/301935ad5b96001a148cb265b998e421,4,casjunior93
history/b0/d06e2bead3a9001a1dabe81517d27682,7,casjunior93
history/b0/f0e1704493a3001a1fe3ee92253d4152,7,casjunior93
history/b1/407ad18a93aa001a1ff5d2fbf4bfd931,18,casjunior93
history/b1/c06aee25e6a7001a18c9b21879cf6d05,13,casjunior93
history/b2/00b5af7380ab001a14d0a17ccded11de,53,casjunior93
history/b2/1016f8bf94aa001a1ff5d2fbf4bfd931,7,casjunior93
history/b2/8038801d6fa8001a12a2df31a87bb444,31,casjunior93
history/b2/a0b238ce96aa001a1ff5d2fbf4bfd931,14,casjunior93
history/b2/c0e12560e4a2001a18b789c28af3d0ae,77,casjunior93
history/b3/709a9c48eaa7001a18c9b21879cf6d05,9,casjunior93
history/b3/806858285dac001a1f54be8c371d880b,41,casjunior93
history/b3/a0a8f66180ab001a14d0a17ccded11de,52,casjunior93
history/b3/f023c6157dab001a14d0a17ccded11de,0,casjunior93
history/b4/202930aedfa2001a18b789c28af3d0ae,15,casjunior93
history/b4/90ffbc3a1aa9001a1f349067f0846daf,15,casjunior93
history/b4/a078c02d6ea3001a1fe3ee92253d4152,17,casjunior93
history/b4/b06679b84bac001a1f54be8c371d880b,35,casjunior93
history/b5/10f8a5181ca9001a1f349067f0846daf,16,casjunior93
history/b5/e06b85df47ac001a1f54be8c371d880b,34,casjunior93
history/b6/202124475896001a148cb265b998e421,18,casjunior93
history/b6/400bbe52dda2001a18b789c28af3d0ae,6,casjunior93
history/b6/70a2d90e70a3001a1fe3ee92253d4152,34,casjunior93
history/b6/802e3d254cac001a1f54be8c371d880b,40,casjunior93
history/b6/b07942d1f5a8001a1f349067f0846daf,4,casjunior93
history/b6/b0f00d884b96001a148cb265b998e421,6,casjunior93
history/b6/e0583bf06fa3001a1fe3ee92253d4152,33,casjunior93
history/b7/409b6bfed3a9001a1dabe81517d27682,17,casjunior93
history/b7/c0f01aba71a8001a12a2df31a87bb444,40,casjunior93
history/b7/d09ff0c196aa001a1ff5d2fbf4bfd931,16,casjunior93
history/b8/00dc70d6ff9a001a1ef3e31b31412697,17,casjunior93
history/b8/20aa31125696001a148cb265b998e421,14,casjunior93
history/b8/30207ae9d3a9001a1dabe81517d27682,18,casjunior93
history/b9/6048e2546da3001a1fe3ee92253d4152,42,casjunior93
history/b9/80b1d991d6a9001a1dabe81517d27682,15,casjunior93
history/b9/80caef3858ac001a1f54be8c371d880b,50,casjunior93
history/b9/b044ac238da3001a1fe3ee92253d4152,4,casjunior93
history/ba/30381faceaa9001a1dabe81517d27682,7,casjunior93
history/ba/a002f4924ba8001a17b4d57717cb9e73,24,casjunior93
history/ba/a067c67c75a3001a1fe3ee92253d4152,24,casjunior93
history/ba/b081461816a9001a1f349067f0846daf,9,casjunior93
history/ba/c050fbf75dac001a1f54be8c371d880b,44,casjunior93
history/bb/60e1393e77ab001a14d0a17ccded11de,5,casjunior93
history/bb/e02194c815a9001a1f349067f0846daf,92,casjunior93
history/bb/f0877de16ba3001a1fe3ee92253d4152,18,casjunior93
history/bc/302f3f7a15a9001a1f349067f0846daf,98,casjunior93
history/bc/5088cd06d6a9001a1dabe81517d27682,10,casjunior93
history/bc/50deccca5296001a148cb265b998e421,10,casjunior93
history/bc/6067b50a77ab001a14d0a17ccded11de,0,casjunior93
history/bc/8083ebac48ac001a1f54be8c371d880b,14,casjunior93
history/bd/60ef4f41d4a9001a1dabe81517d27682,7,casjunior93
history/bd/90d8e05d4cac001a1f54be8c371d880b,40,casjunior93
history/bd/e0976c704b96001a148cb265b998e421,4,casjunior93
history/be/60fc503dd4a9001a1dabe81517d27682,9,casjunior93
history/be/d0a7c4b2fc9a001a1ef3e31b31412697,16,casjunior93
history/bf/305a0e6653a8001a17b4d57717cb9e73,27,casjunior93
history/bf/6052dabce0a2001a18b789c28af3d0ae,17,casjunior93
history/bf/608462ead3a9001a1dabe81517d27682,5,casjunior93
history/bf/a017fc86e5a2001a18b789c28af3d0ae,84,casjunior93
history/bf/c03c4e65e8a2001a18b789c28af3d0ae,89,casjunior93
history/bf/d08a4d1869a3001a1fe3ee92253d4152,23,casjunior93
history/bf/f05308d152a8001a17b4d57717cb9e73,26,casjunior93
history/c0/108723e37ca3001a1fe3ee92253d4152,23,casjunior93
history/c0/70c92ed05bac001a1f54be8c371d880b,31,casjunior93
history/c0/803872aa68a3001a1fe3ee92253d4152,94,casjunior93
history/c0/909c5d8cfd9a001a1ef3e31b31412697,22,casjunior93
history/c1/202dabb05b96001a148cb265b998e421,49,casjunior93
history/c1/3005c16af5a8001a1f349067f0846daf,31,casjunior93
history/c1/30d3134f18a9001a1f349067f0846daf,27,casjunior93
history/c1/9020a0f2d5a9001a1dabe81517d27682,15,casjunior93
history/c1/a08030207eab001a14d0a17ccded11de,19,casjunior93
history/c2/30ad041948a8001a17b4d57717cb9e73,9,casjunior93
history/c3/50907b1af9a8001a1f349067f0846daf,31,casjunior93
history/c3/808329537eab001a14d0a17ccded11de,20,casjunior93
history/c3/a04a10855796001a148cb265b998e421,16,casjunior93
history/c3/c01ab05d7fab001a14d0a17ccded11de,27,casjunior93
history/c3/c0fc3548d4a9001a1dabe81517d27682,27,casjunior93
history/c4/50c1a43f5596001a148cb265b998e421,0,casjunior93
history/c4/80f4d5996da3001a1fe3ee92253d4152,47,casjunior93
history/c4/c0ba9d475496001a148cb265b998e421,4,casjunior93
history/c4/d06f9048e4a2001a18b789c28af3d0ae,9,casjunior93
history/c4/f0a13d1258ac001a1f54be8c371d880b,46,casjunior93
history/c5/20dd8b723eac001a1f54be8c371d880b,37,casjunior93
history/c5/40ebef0af9a8001a1f349067f0846daf,7,casjunior93
history/c5/60c330ce96aa001a1ff5d2fbf4bfd931,16,casjunior93
history/c5/d02aac48eaa7001a18c9b21879cf6d05,14,casjunior93
history/c5/d0503ebe44ac001a1f54be8c371d880b,7,casjunior93
history/c5/f07eb4315dac001a1f54be8c371d880b,44,casjunior93
history/c6/60d5dfa155ac001a1f54be8c371d880b,32,casjunior93
history/c6/7084a2295396001a148cb265b998e421,14,casjunior93
history/c6/e08e2e785bac001a1f54be8c371d880b,25,casjunior93
history/c7/509ad0fa4ba8001a17b4d57717cb9e73,23,casjunior93
history/c7/6022aba4e9a2001a18b789c28af3d0ae,20,casjunior93
history/c7/d07ccd061ca9001a1f349067f0846daf,21,casjunior93
history/c7/f06577ff4b96001a148cb265b998e421,11,casjunior93
history/c7/f0ff948bfe9a001a1ef3e31b31412697,7,casjunior93
history/c8/207af2bb4d96001a148cb265b998e421,9,casjunior93
history/c8/305a7c7417a9001a1f349067f0846daf,14,casjunior93
